term,freq,journal,year
plastidic,1,New Phytologist,2016
platform,2,New Phytologist,2016
plausibility,1,New Phytologist,2016
play,4,New Phytologist,2016
plays,2,New Phytologist,2016
pleiotropic,1,New Phytologist,2016
pleiotropy,1,New Phytologist,2016
ploidy,2,New Phytologist,2016
plum,1,New Phytologist,2016
plume,1,New Phytologist,2016
pneumatics,1,New Phytologist,2016
point,1,New Phytologist,2016
points,1,New Phytologist,2016
polar,1,New Phytologist,2016
poles,1,New Phytologist,2016
pollen,4,New Phytologist,2016
pollination,2,New Phytologist,2016
pollinator,3,New Phytologist,2016
pollinators,1,New Phytologist,2016
pollution,2,New Phytologist,2016
polyhistidine,1,New Phytologist,2016
polymorpha,2,New Phytologist,2016
polymorphisms,1,New Phytologist,2016
polyphosphate,2,New Phytologist,2016
polyploidization,2,New Phytologist,2016
polyploidizations,1,New Phytologist,2016
polyploids,1,New Phytologist,2016
polyploidy,5,New Phytologist,2016
polypyrimidine,1,New Phytologist,2016
polyrhiza,1,New Phytologist,2016
polytomella,1,New Phytologist,2016
poplar,1,New Phytologist,2016
population,7,New Phytologist,2016
populations,5,New Phytologist,2016
populus,6,New Phytologist,2016
porous,1,New Phytologist,2016
positioning,1,New Phytologist,2016
positively,1,New Phytologist,2016
possible,1,New Phytologist,2016
post,3,New Phytologist,2016
postglacial,1,New Phytologist,2016
potassium,3,New Phytologist,2016
potential,6,New Phytologist,2016
powdery,2,New Phytologist,2016
powerful,1,New Phytologist,2016
powerhouse,1,New Phytologist,2016
pox,1,New Phytologist,2016
ppegid,1,New Phytologist,2016
pragmatic,1,New Phytologist,2016
pre,1,New Phytologist,2016
preadaptation,1,New Phytologist,2016
precipitation,2,New Phytologist,2016
predators,1,New Phytologist,2016
predefined,1,New Phytologist,2016
predict,1,New Phytologist,2016
predicting,1,New Phytologist,2016
predictive,1,New Phytologist,2016
predicts,1,New Phytologist,2016
predisposition,1,New Phytologist,2016
prefer,1,New Phytologist,2016
preferences,1,New Phytologist,2016
preferential,1,New Phytologist,2016
prenyltransferases,1,New Phytologist,2016
presence,1,New Phytologist,2016
prevailing,1,New Phytologist,2016
previously,2,New Phytologist,2016
primarily,1,New Phytologist,2016
priming,1,New Phytologist,2016
principis,1,New Phytologist,2016
principle,1,New Phytologist,2016
printed,1,New Phytologist,2016
prior,1,New Phytologist,2016
priorities,1,New Phytologist,2016
proanthocyanidin,1,New Phytologist,2016
probing,1,New Phytologist,2016
process,1,New Phytologist,2016
processes,6,New Phytologist,2016
processing,1,New Phytologist,2016
produce,1,New Phytologist,2016
produced,1,New Phytologist,2016
production,6,New Phytologist,2016
productivity,2,New Phytologist,2016
profile,1,New Phytologist,2016
profiling,1,New Phytologist,2016
progenitors,2,New Phytologist,2016
progeny,1,New Phytologist,2016
progress,2,New Phytologist,2016
progression,1,New Phytologist,2016
promiscuity,1,New Phytologist,2016
promoted,1,New Phytologist,2016
promoter,1,New Phytologist,2016
promotes,3,New Phytologist,2016
promotion,1,New Phytologist,2016
proof,1,New Phytologist,2016
properties,1,New Phytologist,2016
prospero,1,New Phytologist,2016
protea,1,New Phytologist,2016
proteaceae,1,New Phytologist,2016
protease,1,New Phytologist,2016
proteases,1,New Phytologist,2016
protect,1,New Phytologist,2016
protecting,1,New Phytologist,2016
protects,1,New Phytologist,2016
protein,24,New Phytologist,2016
proteins,10,New Phytologist,2016
proteoglycans,1,New Phytologist,2016
proton,1,New Phytologist,2016
protoplasts,1,New Phytologist,2016
provide,1,New Phytologist,2016
pruning,1,New Phytologist,2016
prunus,1,New Phytologist,2016
pseudomonas,1,New Phytologist,2016
pseudonana,2,New Phytologist,2016
pteris,2,New Phytologist,2016
pto,1,New Phytologist,2016
pucciniales,1,New Phytologist,2016
pulse,1,New Phytologist,2016
purpurea,2,New Phytologist,2016
puzzling,1,New Phytologist,2016
pvtip,1,New Phytologist,2016
pxy,1,New Phytologist,2016
pyran,1,New Phytologist,2016
pyrus,1,New Phytologist,2016
qtl,1,New Phytologist,2016
qualify,1,New Phytologist,2016
quality,1,New Phytologist,2016
quantification,1,New Phytologist,2016
quantify,2,New Phytologist,2016
quantitative,4,New Phytologist,2016
r,2,New Phytologist,2016
races,1,New Phytologist,2016
radiation,1,New Phytologist,2016
rainforest,2,New Phytologist,2016
rainforests,2,New Phytologist,2016
ranges,1,New Phytologist,2016
rapa,3,New Phytologist,2016
rapid,4,New Phytologist,2016
rapidly,2,New Phytologist,2016
rare,2,New Phytologist,2016
rarity,2,New Phytologist,2016
rate,3,New Phytologist,2016
rates,5,New Phytologist,2016
ratio,1,New Phytologist,2016
ratios,1,New Phytologist,2016
rdm,1,New Phytologist,2016
reaction,1,New Phytologist,2016
reactions,1,New Phytologist,2016
reactive,4,New Phytologist,2016
read,1,New Phytologist,2016
realistic,1,New Phytologist,2016
rearrangements,1,New Phytologist,2016
recent,5,New Phytologist,2016
receptor,7,New Phytologist,2016
receptors,3,New Phytologist,2016
recognition,2,New Phytologist,2016
recognize,1,New Phytologist,2016
recognized,1,New Phytologist,2016
recombination,2,New Phytologist,2016
reconstruction,1,New Phytologist,2016
recruitment,1,New Phytologist,2016
recurrent,1,New Phytologist,2016
recycling,1,New Phytologist,2016
redesigns,1,New Phytologist,2016
reduced,1,New Phytologist,2016
reduces,3,New Phytologist,2016
reductase,1,New Phytologist,2016
reduction,2,New Phytologist,2016
reductive,1,New Phytologist,2016
redundant,1,New Phytologist,2016
redwood,1,New Phytologist,2016
reference,1,New Phytologist,2016
referent,1,New Phytologist,2016
reflect,1,New Phytologist,2016
reflects,2,New Phytologist,2016
reframing,1,New Phytologist,2016
refugees,1,New Phytologist,2016
regenerating,1,New Phytologist,2016
region,1,New Phytologist,2016
regional,2,New Phytologist,2016
regions,2,New Phytologist,2016
regulate,3,New Phytologist,2016
regulated,2,New Phytologist,2016
regulates,10,New Phytologist,2016
regulating,1,New Phytologist,2016
regulation,11,New Phytologist,2016
regulator,3,New Phytologist,2016
regulators,3,New Phytologist,2016
regulatory,4,New Phytologist,2016
regulons,1,New Phytologist,2016
reinhardtii,1,New Phytologist,2016
relate,1,New Phytologist,2016
related,9,New Phytologist,2016
relations,2,New Phytologist,2016
relationship,4,New Phytologist,2016
relationships,7,New Phytologist,2016
relative,3,New Phytologist,2016
release,2,New Phytologist,2016
relevance,1,New Phytologist,2016
relevant,1,New Phytologist,2016
reliable,2,New Phytologist,2016
relocation,1,New Phytologist,2016
remobilization,2,New Phytologist,2016
remodeling,1,New Phytologist,2016
repeat,3,New Phytologist,2016
repeats,1,New Phytologist,2016
repens,1,New Phytologist,2016
reporting,1,New Phytologist,2016
represents,1,New Phytologist,2016
repressor,1,New Phytologist,2016
reproductive,5,New Phytologist,2016
require,1,New Phytologist,2016
required,15,New Phytologist,2016
requires,1,New Phytologist,2016
research,3,New Phytologist,2016
reservoirs,1,New Phytologist,2016
residue,1,New Phytologist,2016
resilience,1,New Phytologist,2016
resistance,15,New Phytologist,2016
resistant,1,New Phytologist,2016
resolution,5,New Phytologist,2016
resolve,2,New Phytologist,2016
resolved,1,New Phytologist,2016
resolving,1,New Phytologist,2016
resorption,1,New Phytologist,2016
resource,1,New Phytologist,2016
resources,1,New Phytologist,2016
respiration,3,New Phytologist,2016
respond,1,New Phytologist,2016
response,11,New Phytologist,2016
responses,18,New Phytologist,2016
responsive,2,New Phytologist,2016
resprouting,1,New Phytologist,2016
restoration,1,New Phytologist,2016
restrict,1,New Phytologist,2016
retention,2,New Phytologist,2016
reticulum,4,New Phytologist,2016
retrograde,1,New Phytologist,2016
retromer,1,New Phytologist,2016
retrotransposon,1,New Phytologist,2016
reveal,8,New Phytologist,2016
revealed,3,New Phytologist,2016
reveals,12,New Phytologist,2016
revegetated,1,New Phytologist,2016
review,1,New Phytologist,2016
revisited,1,New Phytologist,2016
revisiting,2,New Phytologist,2016
rewarding,1,New Phytologist,2016
rewards,1,New Phytologist,2016
rhamnogalacturonan,1,New Phytologist,2016
rhizobial,2,New Phytologist,2016
rhizobium,1,New Phytologist,2016
rhizosphere,1,New Phytologist,2016
rhythms,1,New Phytologist,2016
ribonuclease,1,New Phytologist,2016
ric,1,New Phytologist,2016
rican,1,New Phytologist,2016
rice,15,New Phytologist,2016
rich,3,New Phytologist,2016
rigorous,1,New Phytologist,2016
ring,2,New Phytologist,2016
rna,3,New Phytologist,2016
rnas,5,New Phytologist,2016
rocks,1,New Phytologist,2016
role,14,New Phytologist,2016
roles,6,New Phytologist,2016
root,27,New Phytologist,2016
roots,9,New Phytologist,2016
rop,1,New Phytologist,2016
roscoea,1,New Phytologist,2016
rosette,1,New Phytologist,2016
routes,1,New Phytologist,2016
rsl,1,New Phytologist,2016
rtp,1,New Phytologist,2016
rubio,1,New Phytologist,2016
rubisco,2,New Phytologist,2016
rupprechtii,1,New Phytologist,2016
russeted,1,New Phytologist,2016
rust,2,New Phytologist,2016
s,6,New Phytologist,2016
safety,6,New Phytologist,2016
saffron,1,New Phytologist,2016
sagebrush,1,New Phytologist,2016
salicylic,2,New Phytologist,2016
salinity,1,New Phytologist,2016
same,2,New Phytologist,2016
sampled,1,New Phytologist,2016
sap,2,New Phytologist,2016
saprotrophic,1,New Phytologist,2016
sativa,4,New Phytologist,2016
sativum,1,New Phytologist,2016
sativus,1,New Phytologist,2016
saturated,2,New Phytologist,2016
scab,1,New Phytologist,2016
scale,6,New Phytologist,2016
scales,2,New Phytologist,2016
scaling,1,New Phytologist,2016
scavenging,1,New Phytologist,2016
scent,2,New Phytologist,2016
science,2,New Phytologist,2016
scots,1,New Phytologist,2016
screening,1,New Phytologist,2016
seagrass,1,New Phytologist,2016
season,2,New Phytologist,2016
seasonal,5,New Phytologist,2016
seasonality,1,New Phytologist,2016
seasonally,1,New Phytologist,2016
sebacinales,1,New Phytologist,2016
secondary,3,New Phytologist,2016
secreted,3,New Phytologist,2016
secretomes,1,New Phytologist,2016
secretory,1,New Phytologist,2016
sediments,1,New Phytologist,2016
seed,12,New Phytologist,2016
seeding,2,New Phytologist,2016
seedling,4,New Phytologist,2016
seeds,1,New Phytologist,2016
seeing,1,New Phytologist,2016
seek,2,New Phytologist,2016
segmentation,1,New Phytologist,2016
selaginella,1,New Phytologist,2016
selection,5,New Phytologist,2016
self,3,New Phytologist,2016
selfed,1,New Phytologist,2016
selfing,1,New Phytologist,2016
semiaquatic,1,New Phytologist,2016
semiarid,1,New Phytologist,2016
sempervirens,1,New Phytologist,2016
senescence,3,New Phytologist,2016
sensitive,1,New Phytologist,2016
sensitivity,2,New Phytologist,2016
separase,1,New Phytologist,2016
sequence,2,New Phytologist,2016
sequences,1,New Phytologist,2016
sequencing,2,New Phytologist,2016
sequoia,1,New Phytologist,2016
series,1,New Phytologist,2016
serk,1,New Phytologist,2016
serratus,1,New Phytologist,2016
set,1,New Phytologist,2016
seven,1,New Phytologist,2016
several,1,New Phytologist,2016
severity,1,New Phytologist,2016
sex,1,New Phytologist,2016
sexual,2,New Phytologist,2016
shade,2,New Phytologist,2016
shape,3,New Phytologist,2016
shaped,2,New Phytologist,2016
shapes,4,New Phytologist,2016
shaping,2,New Phytologist,2016
sharing,1,New Phytologist,2016
sheath,1,New Phytologist,2016
shedding,1,New Phytologist,2016
sheds,1,New Phytologist,2016
shifts,2,New Phytologist,2016
shine,1,New Phytologist,2016
shoot,7,New Phytologist,2016
short,2,New Phytologist,2016
show,1,New Phytologist,2016
shrinkage,1,New Phytologist,2016
shrub,1,New Phytologist,2016
siberia,1,New Phytologist,2016
signal,2,New Phytologist,2016
signaling,8,New Phytologist,2016
signalling,5,New Phytologist,2016
signals,6,New Phytologist,2016
signature,1,New Phytologist,2016
significance,1,New Phytologist,2016
significant,1,New Phytologist,2016
silencing,3,New Phytologist,2016
silicon,1,New Phytologist,2016
silks,1,New Phytologist,2016
similar,2,New Phytologist,2016
similarities,1,New Phytologist,2016
similarity,3,New Phytologist,2016
similarly,1,New Phytologist,2016
simulated,1,New Phytologist,2016
sina,1,New Phytologist,2016
single,3,New Phytologist,2016
singlet,1,New Phytologist,2016
sister,1,New Phytologist,2016
site,2,New Phytologist,2016
situ,1,New Phytologist,2016
six,2,New Phytologist,2016
size,3,New Phytologist,2016
skins,1,New Phytologist,2016
slah,1,New Phytologist,2016
slfrk,1,New Phytologist,2016
sllyk,1,New Phytologist,2016
slow,2,New Phytologist,2016
small,5,New Phytologist,2016
smut,1,New Phytologist,2016
snails,1,New Phytologist,2016
sntox,1,New Phytologist,2016
sobir,1,New Phytologist,2016
sodium,1,New Phytologist,2016
soil,19,New Phytologist,2016
soils,2,New Phytologist,2016
solanaceae,1,New Phytologist,2016
solanacearum,1,New Phytologist,2016
solanum,1,New Phytologist,2016
solubilizing,1,New Phytologist,2016
sorghum,1,New Phytologist,2016
sorokiniana,1,New Phytologist,2016
sorrel,1,New Phytologist,2016
sources,1,New Phytologist,2016
south,1,New Phytologist,2016
southeast,1,New Phytologist,2016
southern,1,New Phytologist,2016
soybean,4,New Phytologist,2016
soybeans,1,New Phytologist,2016
sp,3,New Phytologist,2016
space,2,New Phytologist,2016
spacing,1,New Phytologist,2016
span,2,New Phytologist,2016
spatial,2,New Phytologist,2016
spatially,1,New Phytologist,2016
spatio,1,New Phytologist,2016
special,1,New Phytologist,2016
specialist,1,New Phytologist,2016
specialization,3,New Phytologist,2016
specialized,2,New Phytologist,2016
speciation,4,New Phytologist,2016
species,40,New Phytologist,2016
specific,7,New Phytologist,2016
specifically,1,New Phytologist,2016
specificity,3,New Phytologist,2016
spectrometric,1,New Phytologist,2016
spectrum,2,New Phytologist,2016
sphagnopsida,1,New Phytologist,2016
sphagnum,1,New Phytologist,2016
spike,1,New Phytologist,2016
spiking,1,New Phytologist,2016
spindle,1,New Phytologist,2016
spirodela,1,New Phytologist,2016
splicing,2,New Phytologist,2016
spontaneous,1,New Phytologist,2016
spore,1,New Phytologist,2016
spores,1,New Phytologist,2016
spotlight,1,New Phytologist,2016
spp,2,New Phytologist,2016
spread,3,New Phytologist,2016
spring,2,New Phytologist,2016
springtime,1,New Phytologist,2016
spruce,3,New Phytologist,2016
squamosa,1,New Phytologist,2016
stability,1,New Phytologist,2016
stabilize,1,New Phytologist,2016
stable,3,New Phytologist,2016
stands,2,New Phytologist,2016
start,1,New Phytologist,2016
starvation,4,New Phytologist,2016
stasis,2,New Phytologist,2016
status,1,New Phytologist,2016
stem,2,New Phytologist,2016
stems,3,New Phytologist,2016
step,2,New Phytologist,2016
still,1,New Phytologist,2016
stimulate,1,New Phytologist,2016
stimulates,1,New Phytologist,2016
stomata,2,New Phytologist,2016
stomatal,9,New Phytologist,2016
storage,1,New Phytologist,2016
stored,1,New Phytologist,2016
stranded,1,New Phytologist,2016
strategy,2,New Phytologist,2016
strawberry,1,New Phytologist,2016
stress,13,New Phytologist,2016
strigolactone,1,New Phytologist,2016
strigolactones,1,New Phytologist,2016
stripe,2,New Phytologist,2016
strong,1,New Phytologist,2016
structural,1,New Phytologist,2016
structurally,1,New Phytologist,2016
structure,8,New Phytologist,2016
structures,2,New Phytologist,2016
structuring,1,New Phytologist,2016
studies,2,New Phytologist,2016
study,4,New Phytologist,2016
subalpine,2,New Phytologist,2016
subarctic,1,New Phytologist,2016
subcellular,1,New Phytologist,2016
suberin,1,New Phytologist,2016
subgenome,1,New Phytologist,2016
subgenus,1,New Phytologist,2016
submersa,1,New Phytologist,2016
substitution,1,New Phytologist,2016
subunit,1,New Phytologist,2016
subversion,1,New Phytologist,2016
subverting,1,New Phytologist,2016
success,2,New Phytologist,2016
successes,1,New Phytologist,2016
successful,1,New Phytologist,2016
succession,2,New Phytologist,2016
successional,1,New Phytologist,2016
sucrose,3,New Phytologist,2016
sugar,2,New Phytologist,2016
suggest,1,New Phytologist,2016
suggesting,1,New Phytologist,2016
suggests,2,New Phytologist,2016
sumo,1,New Phytologist,2016
sun,1,New Phytologist,2016
support,6,New Phytologist,2016
supports,2,New Phytologist,2016
suppresses,3,New Phytologist,2016
suppression,2,New Phytologist,2016
surface,3,New Phytologist,2016
survival,1,New Phytologist,2016
suspensor,1,New Phytologist,2016
swarm,1,New Phytologist,2016
switchgrass,1,New Phytologist,2016
sylvatica,1,New Phytologist,2016
symbiodinium,1,New Phytologist,2016
symbiont,1,New Phytologist,2016
symbionts,1,New Phytologist,2016
symbioses,2,New Phytologist,2016
symbiosis,6,New Phytologist,2016
symbiotic,1,New Phytologist,2016
sympatric,1,New Phytologist,2016
sympodial,1,New Phytologist,2016
symptom,1,New Phytologist,2016
synapsis,1,New Phytologist,2016
syntaxin,2,New Phytologist,2016
synthase,5,New Phytologist,2016
synthesis,4,New Phytologist,2016
synthetic,3,New Phytologist,2016
syringae,1,New Phytologist,2016
syrup,1,New Phytologist,2016
system,12,New Phytologist,2016
systemic,1,New Phytologist,2016
systems,2,New Phytologist,2016
t,4,New Phytologist,2016
tabacum,1,New Phytologist,2016
tabanid,1,New Phytologist,2016
tagging,2,New Phytologist,2016
tahdzipi,1,New Phytologist,2016
taming,1,New Phytologist,2016
tandem,2,New Phytologist,2016
tandemly,1,New Phytologist,2016
tanshinones,1,New Phytologist,2016
tapetal,1,New Phytologist,2016
tapetosome,1,New Phytologist,2016
tardieu,1,New Phytologist,2016
target,1,New Phytologist,2016
targeted,1,New Phytologist,2016
targets,4,New Phytologist,2016
tarsl,1,New Phytologist,2016
tas,1,New Phytologist,2016
tasirnas,1,New Phytologist,2016
